model_key,mileage,fuel,paint_color,car_type,price,sold_at,model_key_spaceless,model_index_inrange,MPower_yn,highMiles_yn,lowMiles_yn,superHighMiles_yn,fast_yn,condition
118,116577,diesel,black,hatchback,10100,2018-05-01,118,118BMW,no,no,no,no,no,used
520 Gran Turismo,78407,diesel,beige,hatchback,16700,2018-05-01,520GranTurismo,520GranTurismoBMW,no,no,yes,no,no,used
118,230189,diesel,brown,hatchback,3200,2018-05-01,118,118BMW,no,yes,no,no,no,used
318 Gran Turismo,132280,diesel,blue,hatchback,14900,2018-05-01,318GranTurismo,318GranTurismoBMW,no,no,no,no,no,used
116,169094,diesel,black,hatchback,11400,2018-05-01,116,116BMW,no,yes,no,no,no,used
116,156699,diesel,blue,hatchback,10200,2018-05-01,116,116BMW,no,yes,no,no,no,used
320,156967,diesel,grey,hatchback,15800,2018-05-01,320,320BMW,no,yes,no,no,no,used
318 Gran Turismo,184183,diesel,black,hatchback,15700,2018-05-01,318GranTurismo,318GranTurismoBMW,no,yes,no,no,no,used
320 Gran Turismo,188512,diesel,grey,hatchback,15100,2018-05-01,320GranTurismo,320GranTurismoBMW,no,yes,no,no,no,used
520 Gran Turismo,130101,diesel,blue,hatchback,18600,2018-05-01,520GranTurismo,520GranTurismoBMW,no,no,no,no,no,used
118,45779,diesel,silver,hatchback,18700,2018-05-01,118,118BMW,no,no,yes,no,no,new
320 Gran Turismo,70461,diesel,white,hatchback,25900,2018-05-01,320GranTurismo,320GranTurismoBMW,no,no,yes,no,no,used
320,72790,diesel,white,hatchback,19000,2018-05-01,320,320BMW,no,no,yes,no,no,used
116,67330,diesel,blue,hatchback,10700,2018-05-01,116,116BMW,no,no,yes,no,no,used
320 Gran Turismo,119926,diesel,grey,hatchback,20600,2018-05-01,320GranTurismo,320GranTurismoBMW,no,no,no,no,no,used
318 Gran Turismo,149993,diesel,black,hatchback,15500,2018-05-01,318GranTurismo,318GranTurismoBMW,no,no,no,no,no,used
435 Gran Coupé,64985,diesel,grey,hatchback,34500,2018-05-01,435GranCoupé,435GranCoupéBMW,no,no,yes,no,no,used
116,183829,diesel,blue,hatchback,8700,2018-05-01,116,116BMW,no,yes,no,no,no,used
325 Gran Turismo,100296,diesel,black,hatchback,22700,2018-05-01,325GranTurismo,325GranTurismoBMW,no,no,no,no,no,used
114,15546,petrol,black,hatchback,10800,2018-05-01,114,114BMW,no,no,yes,no,no,new
318 Gran Turismo,168589,diesel,black,hatchback,12300,2018-05-01,318GranTurismo,318GranTurismoBMW,no,yes,no,no,no,used
320 Gran Turismo,211329,diesel,white,hatchback,12600,2018-08-01,320GranTurismo,320GranTurismoBMW,no,yes,no,no,no,used
318 Gran Turismo,179630,diesel,blue,hatchback,9200,2018-05-01,318GranTurismo,318GranTurismoBMW,no,yes,no,no,no,used
116,217179,diesel,black,hatchback,8700,2018-05-01,116,116BMW,no,yes,no,no,no,used
520 Gran Turismo,370256,diesel,black,hatchback,17300,2018-05-01,520GranTurismo,520GranTurismoBMW,no,yes,no,yes,no,used
118,138226,diesel,black,hatchback,4600,2018-05-01,118,118BMW,no,no,no,no,no,used
320 Gran Turismo,104753,diesel,blue,hatchback,17500,2018-05-01,320GranTurismo,320GranTurismoBMW,no,no,no,no,no,used
116,111308,petrol,black,hatchback,3500,2018-08-01,116,116BMW,no,no,no,no,no,used
118,47551,diesel,grey,hatchback,13900,2018-08-01,118,118BMW,no,no,yes,no,no,new
420 Gran Coupé,27547,diesel,brown,hatchback,32100,2018-05-01,420GranCoupé,420GranCoupéBMW,no,no,yes,no,no,new
116,38917,diesel,white,hatchback,7100,2018-05-01,116,116BMW,no,no,yes,no,no,new
116,147313,diesel,grey,hatchback,8900,2018-05-01,116,116BMW,no,no,no,no,no,used
118,142991,diesel,white,hatchback,10300,2018-05-01,118,118BMW,no,no,no,no,no,used
520 Gran Turismo,100437,diesel,grey,hatchback,23500,2018-05-01,520GranTurismo,520GranTurismoBMW,no,no,no,no,no,used
318 Gran Turismo,162580,diesel,black,hatchback,12200,2018-08-01,318GranTurismo,318GranTurismoBMW,no,yes,no,no,no,used
530 Gran Turismo,333820,diesel,black,hatchback,12100,2018-05-01,530GranTurismo,530GranTurismoBMW,no,yes,no,yes,no,used
116,153985,diesel,silver,hatchback,9300,2018-05-01,116,116BMW,no,yes,no,no,no,used
116,105041,diesel,white,hatchback,11200,2018-05-01,116,116BMW,no,no,no,no,no,used
435 Gran Coupé,19476,petrol,white,hatchback,40500,2018-05-01,435GranCoupé,435GranCoupéBMW,no,no,yes,no,no,new
318 Gran Turismo,147926,diesel,grey,hatchback,14400,2018-05-01,318GranTurismo,318GranTurismoBMW,no,no,no,no,no,used
116,177679,diesel,grey,hatchback,9200,2018-09-01,116,116BMW,no,yes,no,no,no,used
116,85173,diesel,blue,hatchback,11100,2018-05-01,116,116BMW,no,no,yes,no,no,used
118,51273,diesel,black,hatchback,13100,2018-05-01,118,118BMW,no,no,yes,no,no,used
116,191642,diesel,black,hatchback,10000,2018-06-01,116,116BMW,no,yes,no,no,no,used
116,127577,diesel,white,hatchback,8900,2018-08-01,116,116BMW,no,no,no,no,no,used
520 Gran Turismo,113709,diesel,black,hatchback,22000,2018-05-01,520GranTurismo,520GranTurismoBMW,no,no,no,no,no,used
420 Gran Coupé,177793,diesel,white,hatchback,20600,2018-05-01,420GranCoupé,420GranCoupéBMW,no,yes,no,no,no,used
114,52299,petrol,black,hatchback,13400,2018-09-01,114,114BMW,no,no,yes,no,no,used
530 Gran Turismo,273532,diesel,beige,hatchback,13600,2018-08-01,530GranTurismo,530GranTurismoBMW,no,yes,no,no,no,used
120,38005,diesel,black,hatchback,23000,2018-05-01,120,120BMW,no,no,yes,no,no,new
320 Gran Turismo,96166,diesel,grey,hatchback,18300,2018-05-01,320GranTurismo,320GranTurismoBMW,no,no,yes,no,no,used
335 Gran Turismo,137007,diesel,grey,hatchback,24500,2018-05-01,335GranTurismo,335GranTurismoBMW,no,no,no,no,no,used
520,146402,diesel,grey,hatchback,16200,2018-05-01,520,520BMW,no,no,no,no,no,used
318 Gran Turismo,176050,diesel,black,hatchback,15900,2018-05-01,318GranTurismo,318GranTurismoBMW,no,yes,no,no,no,used
116,62350,diesel,grey,hatchback,10600,2018-06-01,116,116BMW,no,no,yes,no,no,used
116,86048,diesel,black,hatchback,11900,2018-05-01,116,116BMW,no,no,yes,no,no,used
116,26925,diesel,white,hatchback,14500,2018-06-01,116,116BMW,no,no,yes,no,no,new
116,181062,diesel,blue,hatchback,8600,2018-05-01,116,116BMW,no,yes,no,no,no,used
420 Gran Coupé,172364,diesel,white,hatchback,13900,2018-08-01,420GranCoupé,420GranCoupéBMW,no,yes,no,no,no,used
116,75197,diesel,blue,hatchback,10900,2018-09-01,116,116BMW,no,no,yes,no,no,used
118,142220,diesel,grey,hatchback,10900,2018-05-01,118,118BMW,no,no,no,no,no,used
118,59974,diesel,grey,hatchback,13700,2018-05-01,118,118BMW,no,no,yes,no,no,used
330 Gran Turismo,50609,diesel,beige,hatchback,24700,2018-05-01,330GranTurismo,330GranTurismoBMW,no,no,yes,no,no,used
116,111944,diesel,blue,hatchback,8700,2018-05-01,116,116BMW,no,no,no,no,no,used
114,17013,petrol,white,hatchback,10700,2018-05-01,114,114BMW,no,no,yes,no,no,new
125,85939,diesel,silver,hatchback,19600,2018-05-01,125,125BMW,no,no,yes,no,no,used
116,181208,diesel,white,hatchback,8100,2018-05-01,116,116BMW,no,yes,no,no,no,used
318 Gran Turismo,104861,diesel,brown,hatchback,18600,2018-06-01,318GranTurismo,318GranTurismoBMW,no,no,no,no,no,used
120,128502,diesel,blue,hatchback,11500,2018-05-01,120,120BMW,no,no,no,no,no,used
116,121821,diesel,grey,hatchback,8400,2018-05-01,116,116BMW,no,no,no,no,no,used
116,116708,diesel,black,hatchback,9000,2018-05-01,116,116BMW,no,no,no,no,no,used
118,90248,diesel,grey,hatchback,7000,2018-05-01,118,118BMW,no,no,yes,no,no,used
318 Gran Turismo,134873,diesel,blue,hatchback,11900,2018-06-01,318GranTurismo,318GranTurismoBMW,no,no,no,no,no,used
320 Gran Turismo,93670,diesel,black,hatchback,21700,2018-06-01,320GranTurismo,320GranTurismoBMW,no,no,yes,no,no,used
320 Gran Turismo,145172,diesel,grey,hatchback,13200,2018-06-01,320GranTurismo,320GranTurismoBMW,no,no,no,no,no,used
116,100865,diesel,black,hatchback,10700,2018-06-01,116,116BMW,no,no,no,no,no,used
118,161376,diesel,black,hatchback,12400,2018-06-01,118,118BMW,no,yes,no,no,no,used
120,183906,diesel,blue,hatchback,5700,2018-06-01,120,120BMW,no,yes,no,no,no,used
116,101675,diesel,blue,hatchback,9800,2018-06-01,116,116BMW,no,no,no,no,no,used
118,246370,diesel,white,hatchback,5600,2018-06-01,118,118BMW,no,yes,no,no,no,used
318 Gran Turismo,87471,diesel,grey,hatchback,17600,2018-06-01,318GranTurismo,318GranTurismoBMW,no,no,yes,no,no,used
420 Gran Coupé,40168,diesel,black,hatchback,29500,2018-06-01,420GranCoupé,420GranCoupéBMW,no,no,yes,no,no,new
116,150919,diesel,grey,hatchback,8200,2018-08-01,116,116BMW,no,yes,no,no,no,used
116,43386,diesel,blue,hatchback,15300,2018-06-01,116,116BMW,no,no,yes,no,no,new
320,146724,diesel,black,hatchback,13300,2018-06-01,320,320BMW,no,no,no,no,no,used
116,148925,diesel,grey,hatchback,9500,2018-06-01,116,116BMW,no,no,no,no,no,used
318 Gran Turismo,156215,diesel,black,hatchback,15900,2018-06-01,318GranTurismo,318GranTurismoBMW,no,yes,no,no,no,used
116,90083,diesel,brown,hatchback,9900,2018-06-01,116,116BMW,no,no,yes,no,no,used
120,139318,diesel,blue,hatchback,16100,2018-06-01,120,120BMW,no,no,no,no,no,used
118,114616,diesel,grey,hatchback,9600,2018-07-01,118,118BMW,no,no,no,no,no,used
118,210764,diesel,grey,hatchback,4200,2018-06-01,118,118BMW,no,yes,no,no,no,used
116,143829,diesel,grey,hatchback,9900,2018-06-01,116,116BMW,no,no,no,no,no,used
116,145350,diesel,blue,hatchback,9400,2018-06-01,116,116BMW,no,no,no,no,no,used
520 Gran Turismo,101439,diesel,grey,hatchback,22700,2018-06-01,520GranTurismo,520GranTurismoBMW,no,no,no,no,no,used
116,179071,diesel,grey,hatchback,11600,2018-06-01,116,116BMW,no,yes,no,no,no,used
116,138203,diesel,grey,hatchback,9500,2018-06-01,116,116BMW,no,no,no,no,no,used
118,91927,diesel,white,hatchback,12300,2018-06-01,118,118BMW,no,no,yes,no,no,used
116,110575,diesel,blue,hatchback,9000,2018-06-01,116,116BMW,no,no,no,no,no,used
118,53952,diesel,blue,hatchback,12300,2018-06-01,118,118BMW,no,no,yes,no,no,used
123,146980,diesel,black,hatchback,6200,2018-06-01,123,123BMW,no,no,no,no,no,used
118,199159,diesel,black,hatchback,4900,2018-06-01,118,118BMW,no,yes,no,no,no,used
116,69188,diesel,blue,hatchback,9600,2018-06-01,116,116BMW,no,no,yes,no,no,used
116,43822,diesel,black,hatchback,9600,2018-06-01,116,116BMW,no,no,yes,no,no,new
116,112223,diesel,blue,hatchback,8300,2018-06-01,116,116BMW,no,no,no,no,no,used
118,68060,diesel,black,hatchback,14000,2018-06-01,118,118BMW,no,no,yes,no,no,used
435 Gran Coupé,42261,petrol,grey,hatchback,27000,2018-06-01,435GranCoupé,435GranCoupéBMW,no,no,yes,no,no,new
520 Gran Turismo,183601,diesel,black,hatchback,16100,2018-06-01,520GranTurismo,520GranTurismoBMW,no,yes,no,no,no,used
318 Gran Turismo,145240,diesel,black,hatchback,12600,2018-06-01,318GranTurismo,318GranTurismoBMW,no,no,no,no,no,used
520 Gran Turismo,100394,diesel,grey,hatchback,19600,2018-06-01,520GranTurismo,520GranTurismoBMW,no,no,no,no,no,used
116,141063,diesel,white,hatchback,10100,2018-06-01,116,116BMW,no,no,no,no,no,used
420 Gran Coupé,11700,diesel,blue,hatchback,16400,2018-06-01,420GranCoupé,420GranCoupéBMW,no,no,yes,no,no,new
116,151334,diesel,white,hatchback,9400,2018-06-01,116,116BMW,no,yes,no,no,no,used
318 Gran Turismo,60013,diesel,white,hatchback,14300,2018-06-01,318GranTurismo,318GranTurismoBMW,no,no,yes,no,no,used
318 Gran Turismo,125677,diesel,grey,hatchback,13300,2018-06-01,318GranTurismo,318GranTurismoBMW,no,no,no,no,no,used
116,59453,diesel,black,hatchback,10100,2018-06-01,116,116BMW,no,no,yes,no,no,used
116,102884,diesel,grey,hatchback,5700,2018-06-01,116,116BMW,no,no,no,no,no,used
318 Gran Turismo,156195,diesel,grey,hatchback,16300,2018-06-01,318GranTurismo,318GranTurismoBMW,no,yes,no,no,no,used
318 Gran Turismo,132353,diesel,blue,hatchback,13100,2018-06-01,318GranTurismo,318GranTurismoBMW,no,no,no,no,no,used
318 Gran Turismo,182372,diesel,blue,hatchback,13800,2018-06-01,318GranTurismo,318GranTurismoBMW,no,yes,no,no,no,used
116,137660,diesel,blue,hatchback,9000,2018-06-01,116,116BMW,no,no,no,no,no,used
116,113121,diesel,brown,hatchback,10800,2018-06-01,116,116BMW,no,no,no,no,no,used
118,54484,diesel,blue,hatchback,12700,2018-06-01,118,118BMW,no,no,yes,no,no,used
116,136286,diesel,black,hatchback,8700,2018-06-01,116,116BMW,no,no,no,no,no,used
116,60979,diesel,brown,hatchback,9900,2018-06-01,116,116BMW,no,no,yes,no,no,used
114,87768,diesel,brown,hatchback,6200,2018-06-01,114,114BMW,no,no,yes,no,no,used
116,123406,diesel,grey,hatchback,6300,2018-06-01,116,116BMW,no,no,no,no,no,used
335 Gran Turismo,136949,diesel,grey,hatchback,25000,2018-06-01,335GranTurismo,335GranTurismoBMW,no,no,no,no,no,used
418 Gran Coupé,42240,diesel,black,hatchback,25100,2018-06-01,418GranCoupé,418GranCoupéBMW,no,no,yes,no,no,new
116,52611,diesel,black,hatchback,10200,2018-06-01,116,116BMW,no,no,yes,no,no,used
320 Gran Turismo,144945,diesel,silver,hatchback,15200,2018-06-01,320GranTurismo,320GranTurismoBMW,no,no,no,no,no,used
318 Gran Turismo,191392,diesel,black,hatchback,12100,2018-08-01,318GranTurismo,318GranTurismoBMW,no,yes,no,no,no,used
116,184574,diesel,blue,hatchback,9400,2018-06-01,116,116BMW,no,yes,no,no,no,used
320 Gran Turismo,143003,diesel,silver,hatchback,15500,2018-06-01,320GranTurismo,320GranTurismoBMW,no,no,no,no,no,used
318 Gran Turismo,49189,diesel,blue,hatchback,18100,2018-06-01,318GranTurismo,318GranTurismoBMW,no,no,yes,no,no,new
116,86537,diesel,black,hatchback,15100,2018-07-01,116,116BMW,no,no,yes,no,no,used
116,135543,diesel,black,hatchback,6900,2018-07-01,116,116BMW,no,no,no,no,no,used
116,115193,diesel,silver,hatchback,10100,2018-07-01,116,116BMW,no,no,no,no,no,used
118,138439,diesel,black,hatchback,4900,2018-07-01,118,118BMW,no,no,no,no,no,used
116,145241,diesel,black,hatchback,7900,2018-07-01,116,116BMW,no,no,no,no,no,used
116,60957,diesel,blue,hatchback,12700,2018-07-01,116,116BMW,no,no,yes,no,no,used
318 Gran Turismo,193477,diesel,black,hatchback,12900,2018-07-01,318GranTurismo,318GranTurismoBMW,no,yes,no,no,no,used
116,151557,diesel,black,hatchback,9000,2018-07-01,116,116BMW,no,yes,no,no,no,used
120,61476,diesel,silver,hatchback,14900,2018-07-01,120,120BMW,no,no,yes,no,no,used
116,177314,diesel,white,hatchback,8300,2018-07-01,116,116BMW,no,yes,no,no,no,used
318 Gran Turismo,139767,diesel,blue,hatchback,14600,2018-07-01,318GranTurismo,318GranTurismoBMW,no,no,no,no,no,used
116,121510,diesel,black,hatchback,9200,2018-07-01,116,116BMW,no,no,no,no,no,used
520 Gran Turismo,197578,diesel,black,hatchback,22800,2018-07-01,520GranTurismo,520GranTurismoBMW,no,yes,no,no,no,used
116,70714,diesel,white,hatchback,10700,2018-07-01,116,116BMW,no,no,yes,no,no,used
318 Gran Turismo,188345,diesel,white,hatchback,16500,2018-07-01,318GranTurismo,318GranTurismoBMW,no,yes,no,no,no,used
116,137507,diesel,brown,hatchback,9000,2018-07-01,116,116BMW,no,no,no,no,no,used
530 Gran Turismo,122621,diesel,brown,hatchback,30900,2018-07-01,530GranTurismo,530GranTurismoBMW,no,no,no,no,no,used
520 Gran Turismo,149967,diesel,black,hatchback,18900,2018-07-01,520GranTurismo,520GranTurismoBMW,no,no,no,no,no,used
116,67035,diesel,white,hatchback,8900,2018-07-01,116,116BMW,no,no,yes,no,no,used
118,50972,diesel,blue,hatchback,13600,2018-07-01,118,118BMW,no,no,yes,no,no,used
116,155313,diesel,white,hatchback,9600,2018-07-01,116,116BMW,no,yes,no,no,no,used
116,42485,diesel,silver,hatchback,10800,2018-07-01,116,116BMW,no,no,yes,no,no,new
116,77065,diesel,blue,hatchback,13400,2018-07-01,116,116BMW,no,no,yes,no,no,used
320 Gran Turismo,117963,diesel,white,hatchback,20000,2018-07-01,320GranTurismo,320GranTurismoBMW,no,no,no,no,no,used
640 Gran Coupé,70490,diesel,white,hatchback,35700,2018-07-01,640GranCoupé,640GranCoupéBMW,no,no,yes,no,no,used
116,70800,diesel,black,hatchback,10100,2018-07-01,116,116BMW,no,no,yes,no,no,used
318 Gran Turismo,140058,diesel,black,hatchback,16700,2018-07-01,318GranTurismo,318GranTurismoBMW,no,no,no,no,no,used
318 Gran Turismo,29835,diesel,black,hatchback,23500,2018-07-01,318GranTurismo,318GranTurismoBMW,no,no,yes,no,no,new
520 Gran Turismo,81394,diesel,grey,hatchback,22000,2018-07-01,520GranTurismo,520GranTurismoBMW,no,no,yes,no,no,used
116,86736,diesel,black,hatchback,15100,2018-07-01,116,116BMW,no,no,yes,no,no,used
118,105809,diesel,white,hatchback,10700,2018-07-01,118,118BMW,no,no,no,no,no,used
116,175172,diesel,grey,hatchback,5400,2018-07-01,116,116BMW,no,yes,no,no,no,used
418 Gran Coupé,109779,diesel,grey,hatchback,19600,2018-07-01,418GranCoupé,418GranCoupéBMW,no,no,no,no,no,used
640 Gran Coupé,133621,diesel,black,hatchback,40000,2018-07-01,640GranCoupé,640GranCoupéBMW,no,no,no,no,no,used
i3,78740,electro,grey,hatchback,20800,2018-07-01,i3,i3BMW,no,no,yes,no,no,used
116,129562,diesel,grey,hatchback,10200,2018-07-01,116,116BMW,no,no,no,no,no,used
116,98204,diesel,black,hatchback,11500,2018-07-01,116,116BMW,no,no,yes,no,no,used
118,174514,diesel,black,hatchback,4900,2018-07-01,118,118BMW,no,yes,no,no,no,used
116,150130,diesel,blue,hatchback,11200,2018-07-01,116,116BMW,no,yes,no,no,no,used
116,189285,petrol,black,hatchback,8900,2018-07-01,116,116BMW,no,yes,no,no,no,used
118,245775,diesel,black,hatchback,3300,2018-07-01,118,118BMW,no,yes,no,no,no,used
640 Gran Coupé,84187,diesel,grey,hatchback,30000,2018-07-01,640GranCoupé,640GranCoupéBMW,no,no,yes,no,no,used
420 Gran Coupé,87036,diesel,black,hatchback,24900,2018-07-01,420GranCoupé,420GranCoupéBMW,no,no,yes,no,no,used
640 Gran Coupé,70840,diesel,white,hatchback,36500,2018-07-01,640GranCoupé,640GranCoupéBMW,no,no,yes,no,no,used
116,116652,diesel,blue,hatchback,9200,2018-07-01,116,116BMW,no,no,no,no,no,used
116,121765,diesel,grey,hatchback,10800,2018-07-01,116,116BMW,no,no,no,no,no,used
420 Gran Coupé,38700,diesel,grey,hatchback,25000,2018-07-01,420GranCoupé,420GranCoupéBMW,no,no,yes,no,no,new
116,136985,diesel,black,hatchback,7700,2018-07-01,116,116BMW,no,no,no,no,no,used
318 Gran Turismo,190919,diesel,black,hatchback,15200,2018-07-01,318GranTurismo,318GranTurismoBMW,no,yes,no,no,no,used
118,108680,diesel,grey,hatchback,12700,2018-07-01,118,118BMW,no,no,no,no,no,used
320 Gran Turismo,95584,diesel,brown,hatchback,21900,2018-07-01,320GranTurismo,320GranTurismoBMW,no,no,yes,no,no,used
116,88491,diesel,black,hatchback,10200,2018-07-01,116,116BMW,no,no,yes,no,no,used
116,155733,diesel,black,hatchback,10100,2018-07-01,116,116BMW,no,yes,no,no,no,used
320,243524,diesel,grey,hatchback,1100,2018-07-01,320,320BMW,no,yes,no,no,no,used
318 Gran Turismo,225046,diesel,black,hatchback,13100,2018-07-01,318GranTurismo,318GranTurismoBMW,no,yes,no,no,no,used
116,57727,diesel,black,hatchback,9600,2018-07-01,116,116BMW,no,no,yes,no,no,used
320 Gran Turismo,153958,diesel,beige,hatchback,16300,2018-07-01,320GranTurismo,320GranTurismoBMW,no,yes,no,no,no,used
318 Gran Turismo,182506,diesel,blue,hatchback,12900,2018-07-01,318GranTurismo,318GranTurismoBMW,no,yes,no,no,no,used
120,114968,diesel,white,hatchback,13700,2018-07-01,120,120BMW,no,no,no,no,no,used
320 Gran Turismo,69626,diesel,white,hatchback,22600,2018-07-01,320GranTurismo,320GranTurismoBMW,no,no,yes,no,no,used
116,122092,diesel,brown,hatchback,10600,2018-07-01,116,116BMW,no,no,no,no,no,used
116,155705,diesel,black,hatchback,10500,2018-07-01,116,116BMW,no,yes,no,no,no,used
116,163618,diesel,black,hatchback,8600,2018-07-01,116,116BMW,no,yes,no,no,no,used
116,116770,diesel,black,hatchback,9600,2018-07-01,116,116BMW,no,no,no,no,no,used
320 Gran Turismo,191795,petrol,grey,hatchback,12000,2018-07-01,320GranTurismo,320GranTurismoBMW,no,yes,no,no,no,used
118,59424,diesel,black,hatchback,14200,2018-07-01,118,118BMW,no,no,yes,no,no,used
116,64215,diesel,blue,hatchback,10100,2018-07-01,116,116BMW,no,no,yes,no,no,used
318,477571,diesel,grey,hatchback,1200,2018-07-01,318,318BMW,no,yes,no,yes,no,used
520 Gran Turismo,181419,diesel,grey,hatchback,18000,2018-07-01,520GranTurismo,520GranTurismoBMW,no,yes,no,no,no,used
116,131547,diesel,blue,hatchback,3600,2018-08-01,116,116BMW,no,no,no,no,no,used
118,96941,diesel,blue,hatchback,10800,2018-08-01,118,118BMW,no,no,yes,no,no,used
318 Gran Turismo,148625,diesel,black,hatchback,15500,2018-08-01,318GranTurismo,318GranTurismoBMW,no,no,no,no,no,used
116,199943,diesel,black,hatchback,8300,2018-08-01,116,116BMW,no,yes,no,no,no,used
320 Gran Turismo,170151,diesel,grey,hatchback,13300,2018-08-01,320GranTurismo,320GranTurismoBMW,no,yes,no,no,no,used
116,60598,diesel,grey,hatchback,10700,2018-08-01,116,116BMW,no,no,yes,no,no,used
118,42984,diesel,grey,hatchback,17400,2018-08-01,118,118BMW,no,no,yes,no,no,new
420 Gran Coupé,26865,diesel,black,hatchback,26200,2018-08-01,420GranCoupé,420GranCoupéBMW,no,no,yes,no,no,new
118,167598,diesel,grey,hatchback,9500,2018-08-01,118,118BMW,no,yes,no,no,no,used
420 Gran Coupé,89703,diesel,blue,hatchback,23600,2018-08-01,420GranCoupé,420GranCoupéBMW,no,no,yes,no,no,used
116,25474,diesel,white,hatchback,12600,2018-08-01,116,116BMW,no,no,yes,no,no,new
i3,46359,electro,white,hatchback,21200,2018-08-01,i3,i3BMW,no,no,yes,no,no,new
116,25822,diesel,white,hatchback,13200,2018-08-01,116,116BMW,no,no,yes,no,no,new
116,121457,diesel,blue,hatchback,9900,2018-08-01,116,116BMW,no,no,no,no,no,used
318 Gran Turismo,103332,diesel,black,hatchback,19200,2018-08-01,318GranTurismo,318GranTurismoBMW,no,no,no,no,no,used
116,183765,diesel,black,hatchback,9400,2018-08-01,116,116BMW,no,yes,no,no,no,used
318 Gran Turismo,139226,diesel,white,hatchback,14400,2018-08-01,318GranTurismo,318GranTurismoBMW,no,no,no,no,no,used
116,121575,diesel,black,hatchback,12000,2018-08-01,116,116BMW,no,no,no,no,no,used
118,63257,diesel,grey,hatchback,14000,2018-08-01,118,118BMW,no,no,yes,no,no,used
116,120098,diesel,blue,hatchback,9400,2018-08-01,116,116BMW,no,no,no,no,no,used
116,59675,diesel,white,hatchback,16100,2018-08-01,116,116BMW,no,no,yes,no,no,used
116,120328,diesel,grey,hatchback,10000,2018-08-01,116,116BMW,no,no,no,no,no,used
118,228508,diesel,black,hatchback,4000,2018-08-01,118,118BMW,no,yes,no,no,no,used
116,159542,diesel,brown,hatchback,10400,2018-08-01,116,116BMW,no,yes,no,no,no,used
116,13818,petrol,silver,hatchback,20700,2018-08-01,116,116BMW,no,no,yes,no,no,new
116,181345,diesel,blue,hatchback,9900,2018-08-01,116,116BMW,no,yes,no,no,no,used
116,188119,petrol,brown,hatchback,4400,2018-08-01,116,116BMW,no,yes,no,no,no,used
116,141228,diesel,grey,hatchback,10000,2018-08-01,116,116BMW,no,no,no,no,no,used
116,144563,diesel,blue,hatchback,8200,2018-08-01,116,116BMW,no,no,no,no,no,used
135,108873,petrol,black,hatchback,27400,2018-08-01,135,135BMW,no,no,no,no,no,used
318 Gran Turismo,174999,diesel,black,hatchback,16400,2018-08-01,318GranTurismo,318GranTurismoBMW,no,yes,no,no,no,used
318 Gran Turismo,102943,diesel,silver,hatchback,15500,2018-08-01,318GranTurismo,318GranTurismoBMW,no,no,no,no,no,used
320 Gran Turismo,117957,diesel,white,hatchback,20000,2018-08-01,320GranTurismo,320GranTurismoBMW,no,no,no,no,no,used
116,129357,diesel,black,hatchback,9800,2018-08-01,116,116BMW,no,no,no,no,no,used
318 Gran Turismo,129060,diesel,grey,hatchback,13400,2018-08-01,318GranTurismo,318GranTurismoBMW,no,no,no,no,no,used
118,134449,diesel,black,hatchback,7600,2018-08-01,118,118BMW,no,no,no,no,no,used
116,149379,diesel,white,hatchback,11400,2018-08-01,116,116BMW,no,no,no,no,no,used
116,109621,diesel,grey,hatchback,10900,2018-08-01,116,116BMW,no,no,no,no,no,used
116,141587,diesel,black,hatchback,9200,2018-08-01,116,116BMW,no,no,no,no,no,used
118,167897,diesel,white,hatchback,12900,2018-08-01,118,118BMW,no,yes,no,no,no,used
116,186764,diesel,black,hatchback,7900,2018-08-01,116,116BMW,no,yes,no,no,no,used
430 Gran Coupé,45025,diesel,black,hatchback,32100,2018-08-01,430GranCoupé,430GranCoupéBMW,no,no,yes,no,no,new
116,61316,diesel,grey,hatchback,11300,2018-08-01,116,116BMW,no,no,yes,no,no,used
116,129990,diesel,blue,hatchback,9500,2018-08-01,116,116BMW,no,no,no,no,no,used
535 Gran Turismo,65142,petrol,grey,hatchback,21300,2018-08-01,535GranTurismo,535GranTurismoBMW,no,no,yes,no,no,used
118,151293,diesel,grey,hatchback,5000,2018-08-01,118,118BMW,no,yes,no,no,no,used
520,124536,diesel,grey,hatchback,15200,2018-08-01,520,520BMW,no,no,no,no,no,used
114,51376,petrol,black,hatchback,14300,2018-08-01,114,114BMW,no,no,yes,no,no,used
116,123743,diesel,blue,hatchback,10600,2018-08-01,116,116BMW,no,no,no,no,no,used
318 Gran Turismo,121363,diesel,white,hatchback,16900,2018-08-01,318GranTurismo,318GranTurismoBMW,no,no,no,no,no,used
640 Gran Coupé,166168,diesel,brown,hatchback,32100,2018-08-01,640GranCoupé,640GranCoupéBMW,no,yes,no,no,no,used
420 Gran Coupé,64500,diesel,white,hatchback,28100,2018-08-01,420GranCoupé,420GranCoupéBMW,no,no,yes,no,no,used
520 Gran Turismo,370014,diesel,black,hatchback,17100,2018-08-01,520GranTurismo,520GranTurismoBMW,no,yes,no,yes,no,used
420 Gran Coupé,65403,diesel,black,hatchback,24400,2018-08-01,420GranCoupé,420GranCoupéBMW,no,no,yes,no,no,used
116,74947,diesel,black,hatchback,11900,2018-08-01,116,116BMW,no,no,yes,no,no,used
116,114740,diesel,white,hatchback,8300,2018-08-01,116,116BMW,no,no,no,no,no,used
